	author	comment
1843	ERDOĞAN SÜ	Türkçesi fakiri kimse sevmez :)
1844	smart_change codm	Omg dank memer you memed me
1845	Louis Volle	I was just trying to buy a landmine on dank memer
1846	Motherland Mars	Allah did not forbid music. This is a complete fabrication. There is no such ruling in the Holy Qur'an. Music is a wonderful gift from Allah to people. Those who want to discredit Islam fabricate such lies in the name of the Prophet Muhammad. Аллах не запрещал музыку. Это полная выдумка. В Священном Коране такого постановления нет. Музыка - прекрасный дар от Аллах. Те, кто хочет дискредитировать ислам, используют имя Пророка Мухаммеда, чтобы сфабриковать такую ложь. Allah no prohibió la música. Esta es una fabricación completa. No existe tal regla en el Sagrado Corán. La música es un regalo maravilloso de Allah para las personas. Aquellos que quieren desacreditar al Islam inventan tales mentiras en nombre del Profeta Muhammad. لم يمنع الله الموسيقى. هذا تلفيق كامل. لا يوجد مثل هذا الحكم في القرآن الكريم. الموسيقى هدية رائعة من الله للناس. أولئك الذين يريدون تشويه سمعة الإسلام يختلقون مثل هذه الأكاذيب باسم النبي محمد. Allah müziği yasaklamamıştır. Bu tamamen uydurmadır. Kutsal Kitabımız Kuranı-Kerim'de Allah'ın böyle bir emri yoktur. Müzik Yüce Allah'ın insanlara lütfettiği güzel bir nimettir. İslam'ı bilerekten gözden düşürmek isteyenler hz.Muhammed Peygamberin adını kullanarak böyle yalanlar uyduruyorlar. 上帝并没有禁止音乐。 这是完全的捏造。 《古兰经》中没有这样的规定。 音乐是上帝赐予的美好礼物。 那些想诋毁伊斯兰教的人以先知穆罕默德的名义编造这样的谎言。
1847	Denisse	Avrupa Yakası detayını bilmezsiniz 😃
1848	juan n	Frida, i love you you are very elegant, and beautifull woman
1849	Jonsmith82	if a swedish teenager will hear this song she will be mad, the Jag Kultur
1850	Chica 1937	"Mi kell a háborúhoz? Pénz Pénz Pénz ""Money, money, money"""
1851	TheRazz Kid	Admit it your here because of dank memer
1852	lycooze	I got this from dank memer tbh
1853	TCG Outlaw	pov: you clicked the dank memer link
1854	xXMini_SkyXx	Lets be honest, you might end up here by Dank Memer?
1855	JAN HAN	ABBA MONEY MONEY MONEY ? BABY MEAN
1856	Chris D_Gaming	POV: Your using dank memer
1857	Rusty Ralston	The Theme of the FIA
1858	RJ	this is peter's ringtone for tony
1859	unknown user	i just wanted to buy something using dank memer
1860	64plants	give me the landmine now
1861	Keyad	This sounds like something a frog on a social media platform would write
1862	yazan hamwi	Who else got here from dank memer
1863	dian rubianti	"ILegal Song Publishing! This song ""Money money money"" by ABBA created alone by Dian Rubianti myself.. Owned by Dian Rubianti, still. Never created/Composed by Benny Goran Bror Andersson / Bjoern K. Ulvaeus / Stig Erik Leopold Anderson or anybody else.... Never composed by music instrumental by others (never came from music instrumental), Only Created/composed alone by Dian Rubianti myself by singing only (in english lyrics) instantly and Published by ABBA Originally on youtube official (song released official) in perfect pitch by original style ( perfect vocal character harmonize melody-genre and rhytme-emotion) created alone by Dian Rubianti myself../ by ABBA Reflection perfectly The way it was sung completely by Dian Rubianti myself in creating this song alone (Woman vocal version myself) (The original lyrics, style to sing and the song melody completely/full created alone by Dian Rubianti all at once by singing only) Song title ""Money money money"" created by Dian Rubianti. So who is the criminal made this song published Then published the other name on this song as if created/composed this song as song writer? the others only improving Dian Rubianti's lyrics of this Dian Rubianti's song creation for commercil /for publish this song. ILegal song Publishing! Dian Rubianti's daily song creation of 21 century / fake old song. Letter on comment by The owner and the only one creator of this song (The only one created and composed this song) Dian Rubianti myself. 181181"
1864	Русский Патриот	А ведь иностранцы и не догадываются при чём тут национализм
1865	GOD	☦️✝️
1866	ducky830	i came here from dank meme
1867	XENO Kujo	Damn dank memer
1868	Olof Maister	Lets be honest. We wouldnt be here if it wasn't for dank memer
1869	Дмитрий Павлов	Не знал что Чак Норрис пел в АВВА
1870	George Boi	I have come from dank memer
1871	ELONgated_MUSKet	Be honest you would not be here because of dank memer
1872	yuri.	pov: you click shovel on dank memer
1873	Владимир Воробьев	Есть в. Кармане. Деньги. Ты. Человек
1874	insanityy_	why did dank memer take me here
1875	Rabbit.studios-frogboi219	When dank memer take you here
1876	Henry Lai	黃金傳說！
1877	alicia	pov: dank memer
1878	Geritheslayer [GD]	0:30 who hasn't?
1879	Games with Troy 🇵🇹	Pov:you came here from the dank memer bot
1880	LikeSalad Playz ツ	When dank memer buy cellphone sends u here lol
1881	ItzPhysics	Dank memes bro 🥲
1882	Anna	All the things I could do….
1883	Gwootie	I got this link from a discord bot bc I didn’t have enough money to buy a in game cell phone
1884	Potential Osu Droid!	Dank memer shop bring me here tho 😂
1885	crystal identity	we are all probably here from dank memer
1886	lol	Why did I get here from dank memer
1887	Asta ボ	Came here from dank memeer
1888	Maxim Hashem	EskiEl The ArchAngel Of All Creation Resources And Money !! - Maxim Ben David
1889	LieutenantUzi	who came here from dank memer
1890	squid g1rl	Discord definitely didn’t send me here 💀
1891	ryo	お金💴の歌
1892	DJ Dray Racing	dank memer bruh
1893	Stepsis_faithy	Mom means made of money
1894	sukunas_simp	i wonder if im the only one here from dank memer-
1895	Little Boy	Why did dank memer bring me here?
1896	barbatos	Pov you are here due to dank meme
1897	sohamdeep Routray	Who all got here through discord?
1898	Waves	Dank memes brought me here
1899	Pablo	Dank memer sent me here
1900	ZΞRO ࿗	bruh, Im here for Dank Memer
1901	Котоёж	2022 почему бы и нет?
1902	shoota	who came here from dank memer
1903	GermanLetsGame	Why dank memer
1904	gummyworm	Why did dank memer bring me here 🙃🙃
1905	シウ	さて今月まだ半月しか経ってねーけど あと6000円で給料日まで生き繋ぐぞ これが日本の社会人だ なめんなよ
1906	Marty in motion	This is because dank memer
1907	antonyyy	who came here from discord🥱
1908	zosiczek	dank memer…
1909	SHDW pepsii	Who else was sent here by discord meme bot
1910	aisha anas	I CAME FROM DISCORD
1911	Rudnei Matos	White people' s Song I Loveeeeee
1912	Альберт Гринин	"""Под отчёт"" получил на литере, Иваныч?)"
1913	Samuelemcn	lets all be honest men and ladys, we all were here because of dank memer
1914	Evelyn Schwarz	🤑💸💷💶💵🤑
1915	Vibin Seal	Who else can here from Dank Memer
1916	Геннадий Козлов	Пора уже вешать палицаев
1917	SamoTako	Dank memer sent me here
1918	HaydenTheHokage	POV YOUR HERE BECAUSE OF DANK MEMER
1919	At Hırsızı	🍻
1920	Boppz	Why am I here.. How do I buy the Pepe coin help anyone hahaha
1921	Shin Polywager	Anyone else here because of Dank Memer? 0-0
1922	hutchoby	Dank memer brought me here
1923	Wa tak tau haiya	Dank memer send me here
1924	santiago 1254	I'm here for fucking dank memer bot
1925	Геннадий Козлов	Пора уже вешать июдейскую оккупационную АДминистрацию
1926	Toxictols123 4	Pov: ur here from buying a landmine on dank memer on dicord😳
1927	товарищ	Россия сила. Доллар га в но
1928	Alvaro Diamante	00:17 Legal, muito bom!
1929	Kenny Sherrill	When I was a young man this was the music. 👍❤🇺🇸
1930	Nemesis	It's been almost 10 years since this was uploaded... 👍👍👍
1931	David BG Naruto	I JUST WANED TO BUY A SHOVEL ON DANK MEMET
1932	Delain Abrosimov	Кто смотрит после пародии Масяни?:)
1933	Marcia Gowe	I sing the song all day under my breath at work. Mind you I love my job, just makes it fun to sing this song 🤗😄🥰😁
1934	Θοδωρής Ιωάννου	Am i the only one that thinks that 70s videos have better resolution than 80-00s videos?
1935	1Vavu	máni máni máni
1936	Noemi Gloriante	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world
1937	Dilek Korkut	Toute
1938	Neko	Im here from discord-
1939	Bikram Mohanty	Great song from ABBA's
1940	playtimemai3773	Let me guess. September 8,9 1977 Stockholm swEDEN.
1941	maia	"This lyrics is so relatable: 🤣"" I work all night, I work all day to pay the bills I have to pay, but still there never seem to be a single penny left for me"""
1942	Jalapeño and Banana Productions	very dank
1943	Dardania	ABBA FOREVER ❤
1944	Suseelan Sadasivan	NOTHING LIKE ABBA...WAY TO GO...>>>>
1945	Incino King	Half the people here are probably from the discord meme bot 🤣
1946	SuperiorNoob 2	DANK MEMER GET ME OUTTA HERE
1947	Lily Latypova	Супер! Super ! ABBA на все времена ! Forever ! 💥🔥♥️
1948	lejdi oprych	Doskonałe
1949	Ychu Trishi	some disco bot took me here
1950	yo momma	i'm here from discord currency?...
1951	VOVAN h	супер группа!!!!!!!!!!!!!
1952	GOD	💰💸💵💲❌
1953	Wiktor M	it's sick how good it is
1954	秋	黄金伝説の選曲センスが神だった
1955	ayaklarında yoksa derman yürümek ne mumkun	Avrupa Yakası Aslı Makbule Burhan Sacit🥰🥰❤️❤️🌌🎙️📺📹🎤🎬
1956	Andrea Da Ponte	one of the magic few songs sang by the wonderful voice of Frida
1957	mrinal	Time's changed..... perspective's changed...... today it's struggle for survival. I grew up with ABBA. Now at death's doorstep.
1958	Sittin crab	wow ok dank memer
1959	Loyalgirly videos	J’adore cette chanson!!!!! 😻👍🏻👍🏻👍🏻👍🏻😸😸😻😺🎤🎼 🎰🥇🏦💸💵💴💰💎
1960	Karamba Karambita	İconic Song Forever🇹🇷
1961	mjayne51	Imelda Marcos Approved 🇵🇭🇵🇭🌹🌹
1962	Jaime Quiroz	Most sincere lyrics I've ever Heard.
1963	Hajnalka Kun	ABBA never change his mentality ,not even when they have a lot of money.
1964	Blueee	*Humans eat 5 grams of plastic a week we need to recycle and stop littering* 🌎🌍🐠🐟🍤🍏🥒🥝🍍🍋🍋🍊🍊🍊🍎🍓🍓🍓.
1965	mane	I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world
1966	Daf8	Why am I here cause of discord
